,text,dialect
294,ودعتك بدموعيوقلبي إيديمش ضلوعيبستنا ترجعلي تحضني تمسحلي دمعيتسمعني كلماتتنسيني فاتكلماتي يومياتسركانية,TN
295,ياااحرية ثائر محمد رحمان مواليد ديرعطية اخدوه العفاريت الزرق بتااريخ دير عطيه,SY
296,بالمناسبة عملتي بلوك تغريدتي موجودة انتي تقرأيها يقرأها غيرك,JO
297,شن يتقولوا الشايل هموم الناسوهمه العنده غالبو يشيلوا,SD
298,ملخص محادثاتي العشوائية الناس محمد كلهم حرامية واحنا اللي بنتسرق أدينا بنضحك خيبتنا مشافوهمش وهما بيسرقوايعني يا جماعة الناس شايفاه حرامي بتحرقوا بنزين الفاضي التأكيد النقطة دي ردوا بقى الناس مش شايفاه لوحده اللي حرامي,EG
299,شاءالله ديما طيبة ينعاد احبابك بخير,LY
300,ذولا اكذب ناس وجه الأرض,YE
301,باعت الدنيا الكل لوكاس مستنين ايه كدا خلاص,TN
302,رز اكيد ومبهر شي لزيز بشهيومرات منعمل زي المحمر فلفل كمان طيبة,PL
303,يحطون مكالمات بتويتر وادق عليكم واقول سوري بالغلط,KW
304,فعلا الوحيدة اللي تغيرلي مجازي وانبسط اضحك قلبي اشوف صاحبةالسعادة المتألقة اسعاديونس,LY
305,عندي البوم اسمو بعدو عطرك,JO
306,حالفه نعيد حد عزمي قوي صباعي ربشوا رنوا بوي رد امي قولت الو يمي انهارت انا دورت العزم لقيتهالحمدلله,LY
307,أغنية القافله حاتعرض سمعتها شهرين يوميا نسمع نسمعها نبكي بالعبره تفزعوا نادوا الغياب كلمات العز صوت الغزال الشارداليوم لايف بنسمعها معاكم شويه,LY
308,تسلمي أختيالله يديم الافراح,OM
309,الله يكفينا شرك شاء الله بتجوز ومنفرح سلامة قلبه شر اعقلي يا بنت الناس,PL
310,اقدر أكلم خدمة العملاء مليت الرد الآلي,OM
311,احنا قلنا وباركنا وشجعنا الانفتاح بس مش بهالسرعة الله يهديكم نحترم ترتيب الادوار الاقل الكويت للحين سمحت بالخمور السعودية غربال,BH
312,المصيبه يحكم اذنه الببغاء يسمع ويردد عارف الموضوع حاضره عارف تفاصيله بس معاهم معاهم عليهم عليهم,QA
313,حمد الله سلامتك,TN
314,منطي زوجته للافغاني دويعش صغيرون يشتغل علاس للدواعش وبنفس منطي زوجته للامير الافغاني استلم,IQ
315,أحبك مووووت الشبكنا الموت يخلصنا,SD
316,معك يا اسد نعمر البلد,SY
317,طول بواقي يبقى امل,PL
318,وانت واحبابك بألف خير,SY
319,يرى الناس بعين طبعه,BH
320,ااي ممكن يعلن الحاجه دي حتاخد منو كتير ينزلها للصحفيين,SD
321,البنات يحبن المال وربما العكس الصحيح,SD
322,هالحين سعودي صدق اسرائيل واذا صحفي وين عمل افيدوني معشر الصحفيين,SA
323,اللي يطيح عينك رد بالك ترفعه بيدك,LY
324,تابعت صفحتي هتلاقيني توقعت تعادل الارسنالفي النهاية تعادل عادل ومباراة تستحق المشاهدة,EG
325,ربي يهديك تجرو تهجمو علاه انا قلتلك باغية نروح يشرفني يروح انا سقسيت لان استغربت وانتي جبتي لخبر,DZ
326,ركز الاحداث والاشخاص اللي يخلونك تشعر بالسعادة خلالها تأمل تتوقع,KW
327,ختام الثريد عايزة اقول انو بلدنا خير كتير حتلقو ناس حيحبطوكم والبيتكلم بدون عارف حاجة عندو تجربة فكرة جون وميلر ديل مثال بس كبير السودانيين ناجحين الزراعة تسمعوا كلام زول عندو تجربة شوف بعينك وابدأ مشروعك وما يوقفك محبطانتهىالثريد,SD
328,ترامب شو عمل فيكم,LB
329,اغنية سوداني اداء سزرب,SD
330,تعبر بم شوشة لين تجيك المنقوشة,SA
331,ايه ايه ايه يا عبعزيز زي السيسي ياراجل دا كتر مابنحب السيسي معلئين صورة المساجد,SA
332,كف لسانك الناس,OM
333,الله يرحم صدام ساب شويه صراصير,AE
334,دليل واضح البرنامج متفق سابقا,OM
335,تسلم كيكة الكراميل اتهبل,LY
336,بحب ألاقي فيديو بكل مكان وبحبكم وبستناكم ساقية الصاوي عشان نحتفل بالعيد سوا ونقول الاغاني اللي بتحبوها سارعوا بالحجز يا حبايبي مصر ساقيةعبدالمنعمالصاوي نداءشرارة,JO
337,شاء الله الميانة طايحة هلا الشيخ وصبروا علينا ووثقوا فينا وما نبي قوات درع الجزيرة باقي يوقف معاهم بدوار النفيش وتكتمل المؤامرة,BH
338,ﻓﻲ ﺍﻟﻠﻴﻠﺔ ﺩﻳﻚ ﻻﻫﺎﻥ ﻋﻠﻲﺃﺭﺿﻰ ﻭﺃﺳﺎﻣﺤﻚﻭﻻ ﻫﺎﻥ ﺃﻋﺘﺐ ﻋﻠﻴﻚﺷﻠﺖ ﺍﻟﺠﺮﺍﺡ ﻭﺍﻻﺑﺘﺴﺎﻣﺔﻭﻛﻞ ﺣﺮﻣﺎﻥ ﺍﻟﻴﺘﺎﻣﻰﺟﻴﺖ ﺃﻫﻨﻴﻜﻲ ﻭﺃﺻﺎﻓﺤﻚﺟﻴﺖ ﺃﻗﻮﻝ ﻣﺒﺮﻭﻙ ﻋﻠﻴﻚ,SD
339,أريييب أريييب اوكازيون انكلترا رح تنضم لرفقاتها بسوريا شو بدنا احلى هيك الماركات متوفرة ويابلاش مو رايحة عالمدنيين,SY
340,شمعنى هالرقم بالذات ليش مايكون نص يعني,QA
341,نقطةببحر راما العسس,SY
342,تحب اليمن أبتعد النقاشات اللي مالها داعي يكفي دعوة صادقة قلب صافي لحظة سجود تدعيها لوطنك,YE
343,يا محلاها بلادي تونسفيكأسالعالم,TN
344,ياخي دخلت تويتر بس علشان اتاكد معلق,OM
345,امتحاناتي اشغلتني وصرت اقصر معاكماللي قدري عنده عالي بس يصبر عليبوحي,OM
346,حلاوة مين واسنان مين,PL
347,ماعرفتش شنو هاد البنت ظريفة,MA
348,مالهم شغل اهله مافي اهل يبون عيالهم متفوقين بس المتفوق صاير يفشل بالمدرسه ومو كووول وما يطلع وما يلعب وماعنده ربع وشكله الباجي لازم يتم التسويق للتفوق بمقاييس,KW
349,بيهم الاتنين لأنو الخبرة ضرورية المرونة الموجودة الشباب بتحقق الأهداف بصورة أسرع,SD
350,فوطة ميك اب ايريزر نار التعريبحق السفر ضروريه بلليها دافي صابون الويه مزيل الميك اب تشيل الميك اب بثواني خصوصا المكياج الثقيلجربت براند هذي احلى شي ضروريه للشاليه للفندق للسفر ماحبها للبيت لان احب القطن احس انظف تشترون السوده,KW
351,يدين الكريم اليا بطش بالكرم والجود تخايل يمينه تراعيها,KW
352,الوضع هالفتره مايمديني امدح ويومين اشوفه قالب تبن,KW
353,ضجيح دقات الساعة الانتظار مزعجةوالغريب الساعة جنبك تبدو كالدقيقةوالدقيقة وانت مرة بنقدرنطيقهاتعالي وتعالي,SD
354,شي فيو ميسي رح يعجبني اكيد,LB
355,عامرالسبيعي تعبتك الغربة ياشيخ الشباب مافي كلام يعزي ياعامر حضن الوطن ماكان حنون ماضمك,SY
356,مرادفها سنع وعكسها أرفل,SA
357,معلش مجد نصيحة اخت عمرك تناقشي تجاوبي السفهاء تضييع وقت عالفاضي حطي جهدك للناس اللي بتستاهل بس الباقي سيبك منو برم لت حكي,JO
358,مخيف حد قلي الدنيا قلبة نار,PL
359,الاخير تلقاه مايحكم قطاوة الفريج,QA
360,بيحتاج رد حيتذكر الدعوة دي طول حياتو عشان يعرف انو ينطقه لسانه كذب ربنا العادل الاقوى منو ويتذكر ظلم وكذب,SD
361,انسان عاقل يقول ويع,KW
362,بدهش اتنين يحكو بالموضوع,PL
363,والله ادري شوكت الأنبار صارت الشريعة جانو طلاب ويانا بعمان وبغداد طلاب وطالبات الأنبار فري باللبس يجوز بالأنبار تختلف,IQ
364,الموجودين متابعي الغالينسلامجيت اقول الخيرواشوفكم كيفن امسيتميا احلى ناس,SD
365,ههههههههههههههه العادي الاخوات الحمدالله خلات فلوس البعض ياخذ وميخلي فلوس هههههههن اساليني انا,TN
366,الحمدلله مريت هالتجربه,QA
367,تابع الدوري الانجليزي انسى دورينا الضعيف ياخي متعة اثارة كرة قدم حقيقية,AE
368,البحث مصدره كلام العلماء,IQ
369,فشلت السعودية ومصر والامارات تمرير مخطط الغزو الأولاني صدرت الأوامر للصحف لتوصيف المشكلة بالصغيرة هتوصل لغزو عسكري كلام أمير الكويت الفيديو بيشرح جذور المشكلة أكتر بأكتر,EG
